lr,train/loss,train/psnr,epoch,created_at,val/loss,val/psnr
0.0005,0.08736781775951385,13.64413070678711,0,2023-06-24 18:14:07.502328,,
0.0005,0.08516687154769897,13.740281105041504,0,2023-06-24 18:14:10.139034,,
0.0005,0.08140208572149277,13.89766788482666,0,2023-06-24 18:14:12.774671,,
0.0005,0.08073290437459946,14.022664070129395,0,2023-06-24 18:14:15.404288,,
0.0005,0.08669908344745636,13.680826187133789,0,2023-06-24 18:14:18.041039,,
0.0005,0.08480378985404968,13.814349174499512,0,2023-06-24 18:14:20.675271,,
0.0005,0.08399948477745056,13.850373268127441,0,2023-06-24 18:14:23.301433,,
0.0005,0.08848883211612701,13.563735961914062,0,2023-06-24 18:14:25.938694,,
0.0005,0.08502618968486786,13.741434097290039,0,2023-06-24 18:14:28.610475,,
0.0005,0.08230957388877869,13.87314224243164,0,2023-06-24 18:14:31.245792,,
0.0005,0.08331210166215897,13.826257705688477,0,2023-06-24 18:14:33.884801,,
0.0005,0.08244417607784271,13.905973434448242,0,2023-06-24 18:14:36.536576,,
0.0005,0.08512463420629501,13.791118621826172,0,2023-06-24 18:14:39.166734,,
0.0005,0.08546100556850433,13.79582405090332,0,2023-06-24 18:14:41.792389,,
0.0005,0.08853186666965485,13.550396919250488,0,2023-06-24 18:14:44.414097,,
0.0005,0.0822802260518074,13.925528526306152,0,2023-06-24 18:14:47.031338,,
0.0005,0.08181785047054291,13.853281021118164,0,2023-06-24 18:14:49.661766,,
0.0005,0.08131138980388641,13.993916511535645,0,2023-06-24 18:14:52.293961,,
0.0005,0.0842389240860939,13.803033828735352,0,2023-06-24 18:14:54.905956,,
0.0005,0.08106487989425659,13.936763763427734,0,2023-06-24 18:14:57.533611,,
0.0005,0.08555154502391815,13.676502227783203,0,2023-06-24 18:15:00.164831,,
0.0005,0.08047592639923096,13.982999801635742,0,2023-06-24 18:15:02.787925,,
0.0005,0.07834117114543915,14.170117378234863,0,2023-06-24 18:15:05.405586,,
0.0005,0.08180975914001465,13.882816314697266,0,2023-06-24 18:15:08.071124,,
0.0005,0.075151726603508,14.3330078125,0,2023-06-24 18:15:10.678463,,
0.0005,0.07982166856527328,14.061373710632324,0,2023-06-24 18:15:13.288718,,
0.0005,0.08414570987224579,13.73558235168457,0,2023-06-24 18:15:15.908046,,
0.0005,0.08215692639350891,13.812541007995605,0,2023-06-24 18:15:18.539382,,
0.0005,0.07636594027280807,14.201770782470703,0,2023-06-24 18:15:21.169143,,
0.0005,0.07873648405075073,14.074666976928711,0,2023-06-24 18:15:23.798499,,
0.0005,0.08490625023841858,13.701593399047852,0,2023-06-24 18:15:26.454271,,
0.0005,0.0767294242978096,14.138738632202148,0,2023-06-24 18:15:29.070516,,
0.0005,0.08067240566015244,13.860882759094238,0,2023-06-24 18:15:31.703402,,
0.0005,0.08285912126302719,13.810213088989258,0,2023-06-24 18:15:34.323072,,
0.0005,0.07771816849708557,14.09134292602539,0,2023-06-24 18:15:36.948087,,
0.0005,0.07861052453517914,14.074858665466309,0,2023-06-24 18:15:39.596231,,
0.0005,0.08348824083805084,13.794685363769531,0,2023-06-24 18:15:42.376752,,
0.0005,0.0744970291852951,14.332647323608398,0,2023-06-24 18:15:45.009238,,
0.0005,0.08030905574560165,13.973222732543945,0,2023-06-24 18:15:47.618467,,
0.0005,0.07731947302818298,14.173616409301758,0,2023-06-24 18:15:50.290494,,
0.0005,0.0762191116809845,14.148731231689453,0,2023-06-24 18:15:52.936160,,
0.0005,0.0784759670495987,14.057551383972168,0,2023-06-24 18:15:55.559767,,
0.0005,0.07692303508520126,14.159526824951172,0,2023-06-24 18:15:58.406047,,
0.0005,0.07701819390058517,14.157915115356445,0,2023-06-24 18:16:01.037434,,
0.0005,0.07462602853775024,14.222715377807617,0,2023-06-24 18:16:03.680385,,
0.0005,0.08181579411029816,13.940176010131836,0,2023-06-24 18:16:06.297124,,
0.0005,0.07787266373634338,14.144431114196777,0,2023-06-24 18:16:08.908850,,
0.0005,0.07673194259405136,14.18734359741211,0,2023-06-24 18:16:11.516564,,
0.0005,0.0758640244603157,14.162932395935059,0,2023-06-24 18:16:14.145751,,
0.0005,0.07907460629940033,14.037408828735352,0,2023-06-24 18:16:16.765001,,
0.0005,0.07560842484235764,14.182523727416992,0,2023-06-24 18:16:19.419926,,
0.0005,0.07974690198898315,13.987541198730469,0,2023-06-24 18:16:22.043468,,
0.0005,0.07531046122312546,14.238699913024902,0,2023-06-24 18:16:24.658499,,
0.0005,0.07900407910346985,14.003682136535645,0,2023-06-24 18:16:27.289947,,
0.0005,0.08129753917455673,13.991414070129395,0,2023-06-24 18:16:29.907070,,
0.0005,0.0748574286699295,14.30709457397461,0,2023-06-24 18:16:32.545838,,
0.0005,0.0781540796160698,14.11230182647705,0,2023-06-24 18:16:35.183626,,
0.0005,0.0760129764676094,14.207191467285156,0,2023-06-24 18:16:37.807018,,
0.0005,0.07326987385749817,14.348028182983398,0,2023-06-24 18:16:40.424216,,
0.0005,0.07584672421216965,14.157496452331543,0,2023-06-24 18:16:43.041527,,
0.0005,0.07671016454696655,14.184398651123047,0,2023-06-24 18:16:45.667219,,
0.0005,0.07718568295240402,14.105587005615234,0,2023-06-24 18:16:48.286484,,
0.0005,0.07815904170274734,14.09900188446045,0,2023-06-24 18:16:50.912352,,
0.0005,0.07268400490283966,14.401196479797363,0,2023-06-24 18:16:53.529340,,
0.0005,0.07642737030982971,14.201095581054688,0,2023-06-24 18:16:56.154027,,
0.0005,0.0708080381155014,14.467306137084961,0,2023-06-24 18:16:58.789335,,
0.0005,0.0735970139503479,14.337076187133789,0,2023-06-24 18:17:01.432878,,
0.0005,0.07105353474617004,14.495402336120605,0,2023-06-24 18:17:04.060172,,
0.0005,0.07830122858285904,14.09244441986084,0,2023-06-24 18:17:06.678230,,
0.0005,0.07042911648750305,14.514028549194336,0,2023-06-24 18:17:09.291845,,
0.0005,0.07347864657640457,14.298736572265625,0,2023-06-24 18:17:11.944570,,
0.0005,0.07005138695240021,14.520750999450684,0,2023-06-24 18:17:14.565802,,
0.0005,0.07305633276700974,14.43519401550293,0,2023-06-24 18:17:17.193366,,
0.0005,0.07480643689632416,14.187840461730957,0,2023-06-24 18:17:19.817667,,
0.0005,0.0773010104894638,14.107427597045898,0,2023-06-24 18:17:22.444713,,
0.0005,0.07352575659751892,14.39029312133789,0,2023-06-24 18:17:25.071583,,
0.0005,0.07774317264556885,14.102376937866211,0,2023-06-24 18:17:27.702471,,
0.0005,0.06945669651031494,14.611984252929688,0,2023-06-24 18:17:30.313728,,
0.0005,0.07092857360839844,14.468554496765137,0,2023-06-24 18:17:32.940225,,
0.0005,0.069440558552742,14.554265975952148,0,2023-06-24 18:17:35.557221,,
0.0005,0.07089157402515411,14.460500717163086,0,2023-06-24 18:17:38.204478,,
0.0005,0.07067234069108963,14.558820724487305,0,2023-06-24 18:17:40.827037,,
0.0005,0.07080160081386566,14.39126968383789,0,2023-06-24 18:17:43.434182,,
0.0005,0.07194231450557709,14.449440002441406,0,2023-06-24 18:17:46.053847,,
0.0005,0.07298701256513596,14.381909370422363,0,2023-06-24 18:17:48.674988,,
0.0005,0.07594108581542969,14.176997184753418,0,2023-06-24 18:17:51.310338,,
0.0005,0.07163326442241669,14.467662811279297,0,2023-06-24 18:17:53.934287,,
0.0005,0.06910872459411621,14.612197875976562,0,2023-06-24 18:17:56.558959,,
0.0005,0.07302229106426239,14.360034942626953,0,2023-06-24 18:17:59.186939,,
0.0005,0.07457651197910309,14.283894538879395,0,2023-06-24 18:18:01.815321,,
0.0005,0.07459692656993866,14.274382591247559,0,2023-06-24 18:18:04.447403,,
0.0005,0.07180618494749069,14.438633918762207,0,2023-06-24 18:18:07.069072,,
0.0005,0.06942597031593323,14.59990119934082,0,2023-06-24 18:18:09.685403,,
0.0005,0.0717211589217186,14.395557403564453,0,2023-06-24 18:18:12.294894,,
0.0005,0.07645729184150696,14.191617965698242,0,2023-06-24 18:18:14.921825,,
0.0005,0.07401430606842041,14.302186965942383,0,2023-06-24 18:18:17.536103,,
0.0005,0.07487542182207108,14.22360610961914,0,2023-06-24 18:18:20.164197,,
0.0005,0.0740763396024704,14.29051399230957,0,2023-06-24 18:18:22.796349,,
0.0005,0.07018072158098221,14.572786331176758,0,2023-06-24 18:18:25.446918,,
0.0005,0.07412143051624298,14.326517105102539,0,2023-06-24 18:18:28.062935,,
0.0005,0.06913711130619049,14.61951732635498,0,2023-06-24 18:18:30.683655,,
0.0005,0.07843766361474991,13.970842361450195,0,2023-06-24 18:18:33.302321,,
0.0005,0.07069393247365952,14.452629089355469,0,2023-06-24 18:18:35.920450,,
0.0005,0.0748492106795311,14.260356903076172,0,2023-06-24 18:18:38.535320,,
0.0005,0.06978555023670197,14.543937683105469,0,2023-06-24 18:18:41.161989,,
0.0005,0.06770854443311691,14.73598575592041,0,2023-06-24 18:18:43.778569,,
0.0005,0.06986789405345917,14.537015914916992,0,2023-06-24 18:18:46.410846,,
0.0005,0.0666455626487732,14.729974746704102,0,2023-06-24 18:18:49.026698,,
0.0005,0.0692652016878128,14.580307006835938,0,2023-06-24 18:18:51.634109,,
0.0005,0.07078943401575089,14.60017204284668,0,2023-06-24 18:18:54.268977,,
0.0005,0.06786200404167175,14.676102638244629,0,2023-06-24 18:18:56.940106,,
0.0005,0.07050131261348724,14.489648818969727,0,2023-06-24 18:18:59.557168,,
0.0005,0.07185398787260056,14.44681167602539,0,2023-06-24 18:19:02.185490,,
0.0005,0.07142610847949982,14.410643577575684,0,2023-06-24 18:19:04.804235,,
0.0005,0.07042059302330017,14.496429443359375,0,2023-06-24 18:19:07.431439,,
0.0005,0.06916052103042603,14.527454376220703,0,2023-06-24 18:19:10.057282,,
0.0005,0.07070125639438629,14.56113052368164,0,2023-06-24 18:19:12.686873,,
0.0005,0.06756137311458588,14.71475601196289,0,2023-06-24 18:19:15.308941,,
0.0005,0.06907016038894653,14.62479019165039,0,2023-06-24 18:19:17.924833,,
0.0005,0.06920408457517624,14.565791130065918,0,2023-06-24 18:19:20.627072,,
0.0005,0.06963986903429031,14.605615615844727,0,2023-06-24 18:19:23.231369,,
0.0005,0.07090218365192413,14.460321426391602,0,2023-06-24 18:19:25.814585,,
0.0005,0.06583575159311295,14.813307762145996,0,2023-06-24 18:19:28.406751,,
0.0005,0.0751054510474205,14.22152328491211,0,2023-06-24 18:19:30.994700,,
0.0005,0.07058586925268173,14.550457000732422,0,2023-06-24 18:19:33.581660,,
0.0005,0.07260887324810028,14.451269149780273,0,2023-06-24 18:19:36.174209,,
0.0005,0.07202581316232681,14.415802955627441,0,2023-06-24 18:19:38.759030,,
0.0005,0.06976671516895294,14.572866439819336,0,2023-06-24 18:19:41.357368,,
0.0005,0.06874683499336243,14.664665222167969,0,2023-06-24 18:19:43.953253,,
0.0005,0.07494834810495377,14.239567756652832,0,2023-06-24 18:19:46.545049,,
0.0005,0.06666599214076996,14.767694473266602,0,2023-06-24 18:19:49.131606,,
0.0005,0.06568203866481781,14.883157730102539,0,2023-06-24 18:19:51.711059,,
0.0005,0.06883132457733154,14.64749526977539,0,2023-06-24 18:19:54.328821,,
0.0005,0.06907008588314056,14.585332870483398,0,2023-06-24 18:19:56.911030,,
0.0005,0.07335185259580612,14.385757446289062,0,2023-06-24 18:19:59.494916,,
0.0005,0.06882991641759872,14.6152925491333,0,2023-06-24 18:20:02.091185,,
0.0005,0.07085208594799042,14.56240177154541,0,2023-06-24 18:20:04.670241,,
0.0005,0.07039064168930054,14.574426651000977,0,2023-06-24 18:20:07.239183,,
0.0005,0.0690167248249054,14.619728088378906,0,2023-06-24 18:20:09.813204,,
0.0005,0.06958143413066864,14.577814102172852,0,2023-06-24 18:20:12.384603,,
0.0005,0.06646978855133057,14.774425506591797,0,2023-06-24 18:20:14.996167,,
0.0005,0.06910516321659088,14.62436294555664,0,2023-06-24 18:20:17.592557,,
0.0005,0.06924708187580109,14.596070289611816,0,2023-06-24 18:20:20.174807,,
0.0005,0.06654074788093567,14.815488815307617,0,2023-06-24 18:20:22.755052,,
0.0005,0.07091714441776276,14.390390396118164,0,2023-06-24 18:20:25.339776,,
0.0005,0.06549674272537231,14.886139869689941,0,2023-06-24 18:20:27.944053,,
0.0005,0.06697677075862885,14.72303295135498,0,2023-06-24 18:20:30.510716,,
0.0005,0.06633047759532928,14.751665115356445,0,2023-06-24 18:20:33.109714,,
0.0005,0.06889499723911285,14.60871696472168,0,2023-06-24 18:20:35.696241,,
0.0005,0.06605186313390732,14.85934066772461,0,2023-06-24 18:20:38.274785,,
0.0005,0.0694102793931961,14.558710098266602,0,2023-06-24 18:20:40.863341,,
0.0005,0.0670633316040039,14.749208450317383,0,2023-06-24 18:20:43.450867,,
0.0005,0.0672227144241333,14.713788032531738,0,2023-06-24 18:20:46.048064,,
0.0005,0.06800392270088196,14.67936897277832,0,2023-06-24 18:20:48.630357,,
0.0005,0.06732030212879181,14.717732429504395,0,2023-06-24 18:20:51.226027,,
0.0005,0.07070811092853546,14.45754623413086,0,2023-06-24 18:20:53.813137,,
0.0005,0.06595079600811005,14.804411888122559,0,2023-06-24 18:20:56.429548,,
0.0005,0.06464231014251709,14.874292373657227,0,2023-06-24 18:20:59.019713,,
0.0005,0.06645974516868591,14.856021881103516,0,2023-06-24 18:21:01.613173,,
0.0005,0.06635291874408722,14.801549911499023,0,2023-06-24 18:21:04.200294,,
0.0005,0.0694035142660141,14.605836868286133,0,2023-06-24 18:21:06.806981,,
0.0005,0.06668519228696823,14.745320320129395,0,2023-06-24 18:21:09.388446,,
0.0005,0.0659891813993454,14.82193374633789,0,2023-06-24 18:21:11.972406,,
0.0005,0.0597355030477047,15.23862075805664,0,2023-06-24 18:21:14.565038,,
0.0005,0.06359810382127762,14.950212478637695,0,2023-06-24 18:21:17.147624,,
0.0005,0.06538994610309601,14.787981033325195,0,2023-06-24 18:21:19.719758,,
0.0005,0.06454909592866898,14.908685684204102,0,2023-06-24 18:21:22.316014,,
0.0005,0.0679236426949501,14.696372985839844,0,2023-06-24 18:21:24.911348,,
0.0005,0.06810413300991058,14.672187805175781,0,2023-06-24 18:21:27.491967,,
0.0005,0.06604158133268356,14.834604263305664,0,2023-06-24 18:21:30.078582,,
0.0005,0.06992648541927338,14.607133865356445,0,2023-06-24 18:21:32.676381,,
0.0005,0.06671543419361115,14.72398567199707,0,2023-06-24 18:21:35.261607,,
0.0005,0.06453604996204376,14.983922958374023,0,2023-06-24 18:21:37.850292,,
0.0005,0.06476429104804993,14.93661117553711,0,2023-06-24 18:21:40.440999,,
0.0005,0.06682361662387848,14.775958061218262,0,2023-06-24 18:21:43.017322,,
0.0005,0.06183559074997902,15.078424453735352,0,2023-06-24 18:21:45.616331,,
0.0005,0.06984516233205795,14.577698707580566,0,2023-06-24 18:21:48.197295,,
0.0005,0.06058073043823242,15.21082878112793,0,2023-06-24 18:21:50.775310,,
0.0005,0.06802920997142792,14.71320915222168,0,2023-06-24 18:21:53.364531,,
0.0005,0.06678886711597443,14.85262680053711,0,2023-06-24 18:21:55.932636,,
0.0005,0.06776757538318634,14.783590316772461,0,2023-06-24 18:21:58.530503,,
0.0005,0.0653996467590332,14.870420455932617,0,2023-06-24 18:22:01.110133,,
0.0005,0.07038505375385284,14.599513053894043,0,2023-06-24 18:22:03.690208,,
0.0005,0.06459589302539825,14.881479263305664,0,2023-06-24 18:22:06.281767,,
0.0005,0.06858959048986435,14.657583236694336,0,2023-06-24 18:22:08.865151,,
0.0005,0.06397368013858795,14.988698959350586,0,2023-06-24 18:22:11.448417,,
0.0005,0.06747201830148697,14.67695426940918,0,2023-06-24 18:22:14.047669,,
0.0005,0.06713470071554184,14.738094329833984,0,2023-06-24 18:22:16.646379,,
0.0005,0.06244633346796036,15.09446907043457,0,2023-06-24 18:22:19.232105,,
0.0005,0.0598803348839283,15.263893127441406,0,2023-06-24 18:22:21.803673,,
0.0005,0.06757451593875885,14.733230590820312,0,2023-06-24 18:22:24.395942,,
0.0005,0.06795886158943176,14.711273193359375,0,2023-06-24 18:22:26.993994,,
0.0005,0.0695236548781395,14.549398422241211,0,2023-06-24 18:22:29.581186,,
0.0005,0.0668531209230423,14.765079498291016,0,2023-06-24 18:22:32.153140,,
0.0005,0.06587226688861847,14.864522933959961,0,2023-06-24 18:22:34.733343,,
0.0005,0.06169642135500908,15.193816184997559,0,2023-06-24 18:22:37.326689,,
0.0005,0.06672254204750061,14.788293838500977,0,2023-06-24 18:22:39.909247,,
0.0005,0.062409646809101105,15.086278915405273,0,2023-06-24 18:22:42.475082,,
0.0005,0.0637703388929367,14.909151077270508,0,2023-06-24 18:22:45.053438,,
0.0005,0.06256882846355438,15.014026641845703,0,2023-06-24 18:22:47.671838,,
0.0005,0.06233576685190201,14.980295181274414,0,2023-06-24 18:22:50.274296,,
0.0005,0.06802543997764587,14.713247299194336,0,2023-06-24 18:22:52.859630,,
0.0005,0.06619509309530258,14.877605438232422,0,2023-06-24 18:22:55.502177,,
0.0005,0.06579821556806564,14.91517162322998,0,2023-06-24 18:22:58.082852,,
0.0005,0.06561355292797089,14.820094108581543,0,2023-06-24 18:23:00.667574,,
0.0005,0.06543079763650894,14.846223831176758,0,2023-06-24 18:23:03.246010,,
0.0005,0.06166194751858711,15.124109268188477,0,2023-06-24 18:23:05.824604,,
0.0005,0.06776362657546997,14.73512077331543,0,2023-06-24 18:23:08.398832,,
0.0005,0.06847745180130005,14.693885803222656,0,2023-06-24 18:23:10.973930,,
0.0005,0.0651894211769104,14.888030052185059,0,2023-06-24 18:23:13.539556,,
0.0005,0.06379935145378113,14.935256004333496,0,2023-06-24 18:23:16.147792,,
0.0005,0.06853336095809937,14.67377758026123,0,2023-06-24 18:23:18.729610,,
0.0005,0.06525392085313797,14.897186279296875,0,2023-06-24 18:23:21.318644,,
0.0005,0.06595596671104431,14.804076194763184,0,2023-06-24 18:23:23.907571,,
0.0005,0.06721745431423187,14.825532913208008,0,2023-06-24 18:23:26.478297,,
0.0005,0.06982823461294174,14.603367805480957,0,2023-06-24 18:23:29.069973,,
0.0005,0.0688289999961853,14.642988204956055,0,2023-06-24 18:23:31.656309,,
0.0005,0.0646948367357254,14.895682334899902,0,2023-06-24 18:23:34.246371,,
0.0005,0.06707976758480072,14.78622817993164,0,2023-06-24 18:23:36.854681,,
0.0005,0.06480422616004944,14.950296401977539,0,2023-06-24 18:23:39.446607,,
0.0005,0.06431710720062256,14.891348838806152,0,2023-06-24 18:23:42.041788,,
0.0005,0.06508462131023407,14.837690353393555,0,2023-06-24 18:23:44.614957,,
0.0005,0.06452032178640366,14.946784019470215,0,2023-06-24 18:23:47.206489,,
0.0005,0.06413590908050537,15.003368377685547,0,2023-06-24 18:23:49.801627,,
0.0005,0.06345874816179276,15.023172378540039,0,2023-06-24 18:23:52.378696,,
0.0005,0.0642341673374176,15.028432846069336,0,2023-06-24 18:23:54.958875,,
0.0005,0.06237240880727768,15.150812149047852,0,2023-06-24 18:23:57.542304,,
0.0005,0.0712728425860405,14.471892356872559,0,2023-06-24 18:24:00.141433,,
0.0005,0.06304095685482025,15.013153076171875,0,2023-06-24 18:24:02.720208,,
0.0005,0.06346029043197632,14.995433807373047,0,2023-06-24 18:24:05.312307,,
0.0005,0.0619654543697834,15.115903854370117,0,2023-06-24 18:24:07.921049,,
0.0005,0.06262990832328796,15.062722206115723,0,2023-06-24 18:24:10.508141,,
0.0005,0.067269466817379,14.805583000183105,0,2023-06-24 18:24:13.106214,,
0.0005,0.06390762329101562,14.983875274658203,0,2023-06-24 18:24:15.688805,,
0.0005,0.06916031241416931,14.606776237487793,0,2023-06-24 18:24:18.281223,,
0.0005,0.06582071632146835,14.749003410339355,0,2023-06-24 18:24:20.848277,,
0.0005,0.06546791642904282,14.890437126159668,0,2023-06-24 18:24:23.447583,,
0.0005,0.06669101119041443,14.84693431854248,0,2023-06-24 18:24:26.031582,,
0.0005,0.06019773334264755,15.224371910095215,0,2023-06-24 18:24:28.631787,,
0.0005,0.06175129488110542,15.070894241333008,0,2023-06-24 18:24:31.227994,,
0.0005,0.06590121239423752,14.806208610534668,0,2023-06-24 18:24:33.829696,,
0.0005,0.06266021728515625,15.119621276855469,0,2023-06-24 18:24:36.410792,,
0.0005,0.06702901422977448,14.797183990478516,0,2023-06-24 18:24:38.984935,,
0.0005,0.06135939061641693,15.115568161010742,0,2023-06-24 18:24:41.585782,,
0.0005,0.062140244990587234,15.094371795654297,0,2023-06-24 18:24:44.164760,,
0.0005,0.06610522419214249,14.798697471618652,0,2023-06-24 18:24:46.738864,,
0.0005,0.059763915836811066,15.187829971313477,0,2023-06-24 18:24:49.304056,,
0.0005,0.06357026100158691,15.108847618103027,0,2023-06-24 18:24:51.876550,,
0.0005,0.0641244575381279,15.06054401397705,0,2023-06-24 18:24:54.478297,,
0.0005,0.06586336344480515,14.865612030029297,0,2023-06-24 18:24:57.044026,,
0.0005,0.06704296171665192,14.746517181396484,0,2023-06-24 18:24:59.663362,,
0.0005,0.0621836856007576,15.085444450378418,0,2023-06-24 18:25:02.257087,,
0.0005,0.06469757109880447,14.904955863952637,0,2023-06-24 18:25:04.839813,,
0.0005,0.05897600203752518,15.371959686279297,0,2023-06-24 18:25:07.425090,,
0.0005,0.06295347958803177,15.132062911987305,0,2023-06-24 18:25:10.022006,,
0.0005,0.06362250447273254,14.990315437316895,0,2023-06-24 18:25:12.622225,,
0.0005,0.06033140420913696,15.189191818237305,0,2023-06-24 18:25:15.196860,,
0.0005,0.06372988224029541,14.975053787231445,0,2023-06-24 18:25:17.785843,,
0.0005,0.05902302265167236,15.317646026611328,0,2023-06-24 18:25:20.352231,,
0.0005,0.06442825496196747,14.889927864074707,0,2023-06-24 18:25:22.931650,,
0.0005,0.06234785541892052,15.095132827758789,0,2023-06-24 18:25:25.550815,,
0.0005,0.06413036584854126,14.975013732910156,0,2023-06-24 18:25:28.129560,,
0.0005,0.06733766198158264,14.747797012329102,0,2023-06-24 18:25:30.714217,,
0.0005,0.0624251663684845,15.144721984863281,0,2023-06-24 18:25:33.299188,,
0.0005,0.06560306251049042,14.766931533813477,0,2023-06-24 18:25:35.874766,,
0.0005,0.061779797077178955,15.120100975036621,0,2023-06-24 18:25:38.455190,,
0.0005,0.05830967426300049,15.4271240234375,0,2023-06-24 18:25:41.021747,,
0.0005,0.06252287328243256,15.06836986541748,0,2023-06-24 18:25:43.611689,,
0.0005,0.0644957646727562,14.963506698608398,0,2023-06-24 18:25:46.186354,,
0.0005,0.06228521838784218,15.170269966125488,0,2023-06-24 18:25:48.770034,,
0.0005,0.06519683450460434,14.91860580444336,0,2023-06-24 18:25:51.378583,,
0.0005,0.06383327394723892,14.923433303833008,0,2023-06-24 18:25:53.957053,,
0.0005,0.06317228823900223,15.043257713317871,0,2023-06-24 18:25:56.538165,,
0.0005,0.05976506322622299,15.34133529663086,0,2023-06-24 18:25:59.116838,,
0.0005,0.06331712752580643,14.981609344482422,0,2023-06-24 18:26:01.711600,,
0.0005,0.06081240624189377,15.173417091369629,0,2023-06-24 18:26:04.274218,,
0.0005,0.06029358506202698,15.215588569641113,0,2023-06-24 18:26:06.853779,,
0.0005,0.06524527072906494,14.960843086242676,0,2023-06-24 18:26:09.462052,,
0.0005,0.06420816481113434,14.987095832824707,0,2023-06-24 18:26:12.041780,,
0.0005,0.06389287114143372,15.033380508422852,0,2023-06-24 18:26:14.635347,,
0.0005,0.05899963900446892,15.292570114135742,0,2023-06-24 18:26:17.234600,,
0.0005,0.06319715082645416,14.986894607543945,0,2023-06-24 18:26:19.823284,,
0.0005,0.060957591980695724,15.258440017700195,0,2023-06-24 18:26:22.397526,,
0.0005,0.06867051124572754,14.642157554626465,0,2023-06-24 18:26:24.977732,,
0.0005,0.0621621273458004,15.155649185180664,0,2023-06-24 18:26:27.552746,,
0.0005,0.06012455001473427,15.278016090393066,0,2023-06-24 18:26:30.126251,,
0.0005,0.0674252063035965,14.732641220092773,0,2023-06-24 18:26:32.702372,,
0.0005,0.06022815406322479,15.291155815124512,0,2023-06-24 18:26:35.283713,,
0.0005,0.06019552797079086,15.231207847595215,0,2023-06-24 18:26:37.861840,,
0.0005,0.0629490464925766,15.041447639465332,0,2023-06-24 18:26:40.441505,,
0.0005,0.062295641750097275,15.161112785339355,0,2023-06-24 18:26:43.058741,,
0.0005,0.06645388901233673,14.803009986877441,0,2023-06-24 18:26:45.642568,,
0.0005,0.06509488821029663,14.919961929321289,0,2023-06-24 18:26:48.231171,,
0.0005,0.065730020403862,14.922628402709961,0,2023-06-24 18:26:50.821994,,
0.0005,0.06100904941558838,15.207873344421387,0,2023-06-24 18:26:53.392009,,
0.0005,0.06333273649215698,14.935016632080078,0,2023-06-24 18:26:55.982734,,
0.0005,0.06434758752584457,14.926523208618164,0,2023-06-24 18:26:58.564214,,
0.0005,0.06415051221847534,14.988994598388672,0,2023-06-24 18:27:01.151791,,
0.0005,0.062278397381305695,15.077509880065918,0,2023-06-24 18:27:03.725122,,
0.0005,0.06294871866703033,15.078140258789062,0,2023-06-24 18:27:06.310733,,
0.0005,0.06695769727230072,14.829416275024414,0,2023-06-24 18:27:08.897850,,
